Index,HourType,LongAcc,LatAcc,Speed
788,Non Rush Hour,0.039755352,0,29.2
789,Non Rush Hour,0.042813456,0,29.3
790,Non Rush Hour,0.038735984,0,29.34
791,Non Rush Hour,0.037716616,0,29.34
792,Non Rush Hour,0.031600408,0,29.4
793,Non Rush Hour,0.142711519,0,13.7
794,Non Rush Hour,0.107033639,0,14.04
795,Non Rush Hour,0.126401631,0,14.16
796,Non Rush Hour,0.116207951,0,14.22
797,Non Rush Hour,0.101936799,0,14.04
798,Non Rush Hour,0.03058104,0,30.06
799,Non Rush Hour,0.034658512,0,30.12
800,Non Rush Hour,0.03058104,0,30.12
801,Non Rush Hour,0.031600408,0,30.16
802,Non Rush Hour,0.027522936,0,30.16
803,Non Rush Hour,0.032619776,0,30.24
804,Non Rush Hour,0.029561672,0,30.24
805,Non Rush Hour,0.026503568,0,30.26
806,Non Rush Hour,0.022426096,0,30.3
807,Non Rush Hour,0.023445464,0,30.3
808,Non Rush Hour,0.02038736,0,30.44
809,Non Rush Hour,0.008154944,0,29.5
810,Non Rush Hour,0.00509684,0,29.54
811,Non Rush Hour,0.009174312,0,29.58
812,Non Rush Hour,0.01019368,0,29.48
813,Non Rush Hour,0.01019368,0,29.48
814,Non Rush Hour,-0.006116208,0,29.48
815,Non Rush Hour,-0.011213048,0,29.5
816,Non Rush Hour,-0.008154944,0,29.5
817,Rush Hour,0.008154944,0,22.36
818,Rush Hour,0.009174312,0,22.44
819,Rush Hour,0.018348624,0,22.5
820,Rush Hour,0.018348624,0,22.5
821,Rush Hour,0.029561672,0,22.36
822,Rush Hour,0.008154944,0,22.42
823,Rush Hour,0.008154944,0,22.42
824,Rush Hour,0.014271152,0,22.48
825,Rush Hour,0.014271152,0,22.48
826,Rush Hour,0.024464832,0,22.54
827,Rush Hour,0.024464832,0,22.54
828,Rush Hour,0.006116208,0,22.42
829,Rush Hour,0.006116208,0,22.42
830,Rush Hour,0.007135576,0,22.48
831,Rush Hour,0.007135576,0,22.48
832,Rush Hour,0.016309888,0,22.54
833,Rush Hour,0.016309888,0,22.54
834,Rush Hour,0.026503568,0,22.6
835,Rush Hour,0.026503568,0,22.6
836,Rush Hour,0.014271152,0,22.58
837,Rush Hour,0.014271152,0,22.58
838,Rush Hour,0.022426096,0,22.64
839,Rush Hour,0.013251784,0,22.58
840,Rush Hour,0.013251784,0,22.58
841,Rush Hour,0.014271152,0,22.68
842,Rush Hour,0.028542304,0,22.66
843,Rush Hour,0.01529052,0,22.76
844,Rush Hour,0.024464832,0,26.48
845,Rush Hour,0.022426096,0,26.54
846,Rush Hour,0.022426096,0,26.58
847,Rush Hour,0.031600408,0,26.7
848,Rush Hour,0.027522936,0,26.76
849,Rush Hour,0.046890928,0,26.94
850,Rush Hour,0.046890928,0,26.94
851,Rush Hour,0.022426096,0,26.8
852,Rush Hour,0.019367992,0,26.86
853,Rush Hour,0.019367992,0,26.86
854,Rush Hour,0.01529052,0,26.92
855,Rush Hour,0.01529052,0,26.92
856,Rush Hour,0.028542304,0,26.98
857,Rush Hour,0.028542304,0,26.92
858,Rush Hour,0.028542304,0,26.92
859,Rush Hour,0.019367992,0,26.94
860,Rush Hour,0.053007136,0,26.7
861,Rush Hour,0.065239551,0,26.7
862,Rush Hour,0.064220183,0,26.72
863,Rush Hour,0.054026504,0,26.72
864,Rush Hour,0.062181448,0,26.84
865,Rush Hour,0.05606524,0,26.84
866,Rush Hour,0.05606524,0,26.84
867,Rush Hour,0.055045872,0,27.12
868,Rush Hour,0.055045872,0,27.12
869,Rush Hour,0.048929664,0,27.12
870,Rush Hour,0.048929664,0,27.12
871,Rush Hour,0.055045872,0,27.24
872,Rush Hour,0.055045872,0,27.24
873,Rush Hour,0.057084608,0,27.38
874,Rush Hour,0.060142712,0,27.48
875,Rush Hour,0.019367992,0,22.8
876,Rush Hour,0.0254842,0,22.76
877,Rush Hour,0.021406728,0,22.88
878,Rush Hour,0.027522936,0,22.92
879,Rush Hour,0.027522936,0,22.92
880,Rush Hour,0.033639144,0,22.86
881,Rush Hour,0.02038736,0,22.92
882,Rush Hour,0.02038736,0,22.98
883,Rush Hour,0.02038736,0,22.98
884,Rush Hour,0.026503568,0,23.02
885,Rush Hour,0.026503568,0,23.02
886,Rush Hour,0.032619776,0,22.98
887,Rush Hour,0.032619776,0,22.98
888,Rush Hour,0.022426096,0,23.02
889,Rush Hour,0.022426096,0,23.02
890,Rush Hour,0.029561672,0,23.1
891,Rush Hour,0.029561672,0,23.1
892,Rush Hour,0.029561672,0,23.1
893,Rush Hour,0.036697248,0,23.16
894,Rush Hour,0.024464832,0,23.08
895,Rush Hour,0.028542304,0,23.2
896,Rush Hour,0.0254842,0,23.22
897,Rush Hour,0.0254842,0,23.22
898,Rush Hour,0.0254842,0,23.26
899,Rush Hour,0.03567788,0,23.32
900,Rush Hour,0.017329256,0,26.98
901,Rush Hour,0.017329256,0,27
902,Rush Hour,0.018348624,0,27.02
903,Rush Hour,0.018348624,0,27.02
904,Rush Hour,0.022426096,0,27.06
905,Rush Hour,0.028542304,0,27.12
906,Rush Hour,0.028542304,0,27.12
907,Rush Hour,0.034658512,0,27.16
908,Rush Hour,0.014271152,0,27.06
909,Rush Hour,0.04077472,0,27.64
910,Rush Hour,0.05606524,0,27.9
911,Rush Hour,0.05606524,0,27.9
912,Rush Hour,0.055045872,0,27.96
913,Rush Hour,0.04587156,0,27.96
914,Rush Hour,0.04587156,0,27.96
915,Rush Hour,0.05606524,0,28.1
916,Rush Hour,0.05606524,0,28.1
917,Rush Hour,0.047910296,0,28.14
918,Rush Hour,0.01019368,0,27
919,Rush Hour,0.01019368,0,27
920,Rush Hour,0.001019368,0,26.94
921,Rush Hour,0.002038736,0,26.96
922,Rush Hour,0.002038736,0,26.96
923,Rush Hour,0.01019368,0,27.02
924,Rush Hour,0.00509684,0,26.98
925,Rush Hour,0.00509684,0,27
926,Rush Hour,0.008154944,0,27.02
927,Rush Hour,0.007135576,0,27.02
928,Rush Hour,0.01019368,0,27.04
929,Rush Hour,0.012232416,0,27.06
930,Rush Hour,0.016309888,0,27.1
931,Rush Hour,0.019367992,0,27.12
932,Rush Hour,0.012232416,0,27.1
933,Rush Hour,0.011213048,0,27.12
934,Rush Hour,0.023445464,0,21.3
935,Rush Hour,0.028542304,0,21.36
936,Rush Hour,0.0254842,0,21.4
937,Rush Hour,0.0254842,0,21.4
938,Rush Hour,0.0254842,0,21.4
939,Rush Hour,0.0254842,0,21.4
940,Rush Hour,0.022426096,0,21.4
941,Rush Hour,0.029561672,0,21.48
942,Rush Hour,0.029561672,0,21.48
943,Rush Hour,0.037716616,0,21.54
944,Rush Hour,0.016309888,0,21.42
945,Rush Hour,0.016309888,0,21.42
946,Rush Hour,0.006116208,0,21.46
947,Rush Hour,0.006116208,0,21.46
948,Rush Hour,0.01529052,0,21.5
949,Rush Hour,0.01529052,0,21.5
950,Rush Hour,0.016309888,0,21.54
951,Rush Hour,0.016309888,0,21.54
952,Rush Hour,0.0254842,0,21.58
953,Rush Hour,0.0254842,0,21.58
954,Rush Hour,0.01019368,0,21.48
955,Rush Hour,0.01019368,0,21.48
956,Rush Hour,0.007135576,0,21.58
957,Rush Hour,0.007135576,0,21.58
958,Rush Hour,0.01529052,0,21.6
959,Rush Hour,0.01529052,0,21.6
960,Rush Hour,0.016309888,0,21.64
961,Rush Hour,0.004077472,0,21.54
962,Rush Hour,0.013251784,0,21.64
963,Rush Hour,-0.133537207,0,12.26
964,Rush Hour,-0.153924567,0,12.04
965,Rush Hour,-0.126401631,0,11.94
966,Rush Hour,-0.102956167,0,11.9
967,Rush Hour,-0.124362895,0,11.64
968,Rush Hour,-0.121304791,0,11.6
969,Rush Hour,0.023445464,0,23.24
970,Rush Hour,0.03058104,0,23.18
971,Rush Hour,0.012232416,0,23.22
972,Rush Hour,0.012232416,0,23.26
973,Rush Hour,0.004077472,0,23.26
974,Rush Hour,0.006116208,0,23.38
975,Rush Hour,0.021406728,0,23.34
976,Rush Hour,0.022426096,0,23.42
977,Rush Hour,0.012232416,0,23.42
978,Rush Hour,0.023445464,0,23.52
979,Rush Hour,0.012232416,0,23.48
980,Rush Hour,0.014271152,0,23.44
981,Rush Hour,0.012232416,0,23.46
982,Rush Hour,0.006116208,0,21.6
983,Rush Hour,0.011213048,0,21.66
984,Rush Hour,0.012232416,0,21.68
985,Rush Hour,0.01019368,0,21.66
986,Rush Hour,0.01019368,0,21.66
987,Rush Hour,0.013251784,0,21.7
988,Rush Hour,0.011213048,0,21.7
989,Rush Hour,0.011213048,0,21.7
990,Rush Hour,0.009174312,0,21.72
991,Rush Hour,0.011213048,0,21.76
992,Rush Hour,0.01529052,0,21.8
993,Rush Hour,0.008154944,0,21.74
994,Rush Hour,0.008154944,0,21.74
995,Rush Hour,0.01019368,0,21.78
996,Rush Hour,0.01019368,0,21.78
997,Rush Hour,0.016309888,0,21.82
998,Rush Hour,0.021406728,0,21.86
999,Rush Hour,0.012232416,0,21.82
1000,Rush Hour,0.013251784,0,21.86
1001,Rush Hour,0.013251784,0,21.86
1002,Rush Hour,0.018348624,0,21.9
1003,Rush Hour,0.018348624,0,21.9
1004,Rush Hour,0.024464832,0,21.94
1005,Rush Hour,0.02038736,0,21.94
1006,Rush Hour,0.02038736,0,21.94
1007,Rush Hour,0.027522936,0,22.02
1008,Rush Hour,0.027522936,0,22.02
1009,Rush Hour,0.027522936,0,22.02
1010,Rush Hour,0.023445464,0,23.56
1011,Rush Hour,0.01019368,0,23.46
1012,Rush Hour,0.01019368,0,23.5
1013,Rush Hour,0.01019368,0,23.5
1014,Rush Hour,0.01529052,0,23.56
1015,Rush Hour,0.01529052,0,23.56
1016,Rush Hour,0.01529052,0,23.6
1017,Rush Hour,0.01529052,0,23.6
1018,Rush Hour,0.008154944,0,23.52
1019,Rush Hour,0.008154944,0,23.54
1020,Rush Hour,0.013251784,0,23.58
1021,Rush Hour,0.013251784,0,23.58
1022,Rush Hour,0.013251784,0,23.62
1023,Rush Hour,0.013251784,0,23.62
1024,Rush Hour,0.003058104,0,23.54
1025,Rush Hour,0.003058104,0,23.54
1026,Rush Hour,-0.001019368,0,23.54
1027,Rush Hour,-0.001019368,0,23.54
1028,Rush Hour,-0.012232416,0,23.48
1029,Rush Hour,-0.012232416,0,23.48
1030,Rush Hour,-0.01019368,0,23.48
1031,Rush Hour,-0.01019368,0,23.48
1032,Rush Hour,-0.007135576,0,23.5
1033,Rush Hour,-0.007135576,0,23.5
1034,Rush Hour,-0.016309888,0,23.42
1035,Rush Hour,-0.014271152,0,23.46
1036,Rush Hour,-0.014271152,0,23.46
1037,Rush Hour,0.0254842,0,24.32
1038,Rush Hour,0.033639144,0,24.38
1039,Rush Hour,0.036697248,0,24.52
1040,Rush Hour,0.033639144,0,24.62
1041,Non Rush Hour,0.037716616,0,29.36
1042,Non Rush Hour,0.034658512,0,29.44
1043,Non Rush Hour,0.034658512,0,29.44
1044,Non Rush Hour,0.023445464,0,29.44
1045,Non Rush Hour,0.023445464,0,29.44
1046,Non Rush Hour,0.01529052,0,29.42
1047,Non Rush Hour,0.01529052,0,29.42
1048,Non Rush Hour,0.021406728,0,29.5
1049,Non Rush Hour,0.021406728,0,29.5
1050,Non Rush Hour,0.018348624,0,29.48
1051,Non Rush Hour,0.018348624,0,29.48
1052,Non Rush Hour,0.012232416,0,29.46
1053,Non Rush Hour,0.012232416,0,29.46
1054,Non Rush Hour,0.006116208,0,29.46
1055,Non Rush Hour,0.006116208,0,29.46
1056,Non Rush Hour,0.026503568,0,29.62
1057,Non Rush Hour,0.026503568,0,29.62
1058,Non Rush Hour,0.034658512,0,24.98
1059,Non Rush Hour,0.031600408,0,25
1060,Non Rush Hour,0.04077472,0,25.16
1061,Non Rush Hour,0.027522936,0,25.1
1062,Non Rush Hour,0.026503568,0,25.18
1063,Non Rush Hour,0.026503568,0,25.18
1064,Non Rush Hour,0.042813456,0,25.2
1065,Non Rush Hour,0.038735984,0,25.34
1066,Non Rush Hour,0.038735984,0,25.34
1067,Non Rush Hour,0.046890928,0,25.42
1068,Non Rush Hour,0.034658512,0,25.36
1069,Non Rush Hour,0.034658512,0,25.36
1070,Non Rush Hour,0.037716616,0,25.44
1071,Non Rush Hour,0.037716616,0,25.44
1072,Non Rush Hour,0.044852192,0,25.52
1073,Non Rush Hour,0.044852192,0,25.52
1074,Non Rush Hour,0.053007136,0,25.6
1075,Non Rush Hour,0.053007136,0,25.6
1076,Non Rush Hour,0.036697248,0,25.54
1077,Non Rush Hour,0.036697248,0,25.54
1078,Non Rush Hour,0.029561672,0,29.6
1079,Non Rush Hour,0.024464832,0,29.6
1080,Non Rush Hour,0.019367992,0,29.6
1081,Non Rush Hour,0.054026504,0,29.94
1082,Non Rush Hour,0.032619776,0,30.06
1083,Non Rush Hour,0.039755352,0,30.08
1084,Non Rush Hour,0.036697248,0,30.2
1085,Non Rush Hour,0.03567788,0,25.6
1086,Non Rush Hour,0.03567788,0,25.6
1087,Non Rush Hour,0.04077472,0,25.68
1088,Non Rush Hour,0.04077472,0,25.68
1089,Non Rush Hour,0.047910296,0,25.74
1090,Non Rush Hour,0.047910296,0,25.74
1091,Non Rush Hour,0.031600408,0,25.68
1092,Non Rush Hour,0.031600408,0,25.68
1093,Non Rush Hour,0.032619776,0,25.74
1094,Non Rush Hour,0.04077472,0,25.84
1095,Non Rush Hour,0.04077472,0,25.84
1096,Non Rush Hour,0.048929664,0,25.9
1097,Non Rush Hour,0.033639144,0,25.84
1098,Non Rush Hour,0.033639144,0,25.84
1099,Non Rush Hour,0.022426096,0,25.84
1100,Non Rush Hour,0.026503568,0,25.9
1101,Non Rush Hour,0.036697248,0,25.98
1102,Non Rush Hour,0.037716616,0,26
1103,Non Rush Hour,0.032619776,0,26.08
1104,Non Rush Hour,0.04587156,0,26.26
1105,Non Rush Hour,0.05606524,0,26.32
1106,Non Rush Hour,0.038735984,0,30.22
1107,Non Rush Hour,0.03567788,0,30.24
1108,Non Rush Hour,0.03567788,0,30.24
1109,Non Rush Hour,0.042813456,0,30.36
1110,Non Rush Hour,0.042813456,0,30.36
1111,Non Rush Hour,0.041794088,0,30.36
1112,Non Rush Hour,0.041794088,0,30.36
1113,Non Rush Hour,0.03567788,0,30.36
1114,Non Rush Hour,0.029561672,0,30.38
1115,Non Rush Hour,0.043832824,0,30.52
1116,Non Rush Hour,0.041794088,0,30.52
1117,Non Rush Hour,0.037716616,0,30.54
1118,Non Rush Hour,0.031600408,0,30.54
1119,Non Rush Hour,0.048929664,0,30.7
1120,Non Rush Hour,0.04077472,0,26.4
1121,Non Rush Hour,0.039755352,0,26.4
1122,Non Rush Hour,0.032619776,0,26.44
1123,Non Rush Hour,0.034658512,0,26.46
1124,Non Rush Hour,0.034658512,0,26.46
1125,Non Rush Hour,0.031600408,0,26.46
1126,Non Rush Hour,0.0254842,0,26.52
1127,Non Rush Hour,0.0254842,0,26.52
1128,Non Rush Hour,0.028542304,0,26.58
1129,Non Rush Hour,0.028542304,0,26.58
1130,Non Rush Hour,0.04077472,0,26.64
1131,Non Rush Hour,0.04077472,0,26.64
1132,Non Rush Hour,0.026503568,0,26.58
1133,Non Rush Hour,0.026503568,0,26.58
1134,Non Rush Hour,0.024464832,0,26.62
1135,Non Rush Hour,0.026503568,0,26.66
1136,Non Rush Hour,0.027522936,0,26.7
1137,Non Rush Hour,0.03058104,0,26.74
1138,Non Rush Hour,0.033639144,0,26.78
1139,Non Rush Hour,0.03567788,0,26.82
1140,Non Rush Hour,0.03567788,0,26.82
1141,Non Rush Hour,0.021406728,0,26.76
1142,Non Rush Hour,0.017329256,0,26.78
1143,Non Rush Hour,0.019367992,0,26.82
1144,Non Rush Hour,0.024464832,0,26.78
1145,Non Rush Hour,0.022426096,0,26.78
1146,Non Rush Hour,0.018348624,0,26.8
1147,Non Rush Hour,0.014271152,0,26.8
1148,Non Rush Hour,0.0254842,0,26.9
1149,Non Rush Hour,0.026503568,0,26.9
1150,Non Rush Hour,0.021406728,0,26.9
1151,Non Rush Hour,0.016309888,0,26.96
1152,Non Rush Hour,0.016309888,0,27.02
1153,Non Rush Hour,0.01529052,0,27.02
1154,Non Rush Hour,0.01529052,0,27.06
1155,Non Rush Hour,0.01529052,0,27.06
1156,Non Rush Hour,0.0254842,0,27.1
1157,Non Rush Hour,0.0254842,0,27.1
1158,Non Rush Hour,0.0254842,0,27.1
1159,Non Rush Hour,0.03567788,0,27.18
1160,Non Rush Hour,0.03567788,0,27.18
1161,Non Rush Hour,0.033639144,0,27.18
1162,Non Rush Hour,0.033639144,0,27.18
1163,Non Rush Hour,0.028542304,0,27.18
1164,Non Rush Hour,0.028542304,0,27.18
1165,Non Rush Hour,0.022426096,0,27.18
1166,Non Rush Hour,0.029561672,0,27.28
1167,Non Rush Hour,0.028542304,0,27.28
1168,Non Rush Hour,0.026503568,0,27.3
1169,Non Rush Hour,0.021406728,0,27.3
1170,Non Rush Hour,0.019367992,0,27.32
1171,Non Rush Hour,0.004077472,0,27.34
1172,Non Rush Hour,-0.002038736,0,27.3
1173,Non Rush Hour,-0.003058104,0,27.3
1174,Non Rush Hour,-0.003058104,0,27.38
1175,Non Rush Hour,0.008154944,0,27.38
1176,Non Rush Hour,0.011213048,0,27.36
1177,Non Rush Hour,0.009174312,0,27.36
1178,Non Rush Hour,0.009174312,0,27.36
1179,Non Rush Hour,0.006116208,0,27.4
1180,Non Rush Hour,0.012232416,0,27.4
1181,Non Rush Hour,0.012232416,0,27.44
1182,Non Rush Hour,0.013251784,0,27.44
1183,Non Rush Hour,0.014271152,0,27.46
1184,Non Rush Hour,0.012232416,0,27.46
1185,Non Rush Hour,0.201834862,0,11.86
1186,Non Rush Hour,0.162079511,0,11.9
1187,Non Rush Hour,0.178389399,0,12.26
1188,Non Rush Hour,0.160040775,0,12.28
1189,Non Rush Hour,0.133537207,0,12.3
1190,Non Rush Hour,0.107033639,0,12.32
1191,Non Rush Hour,0.090723751,0,12.38
1192,Non Rush Hour,0.071355759,0,12.38
1193,Non Rush Hour,0.058103976,0,12.42
1194,Non Rush Hour,0.043832824,0,12.42
1195,Non Rush Hour,0.029561672,0,12.4
1196,Non Rush Hour,0.023445464,0,12.42
1197,Non Rush Hour,0.022426096,0,12.46
1198,Non Rush Hour,0.018348624,0,12.46
1199,Non Rush Hour,0.01019368,0,12.44
1200,Rush Hour,0.092762487,0,29.72
1201,Rush Hour,0.083588175,0,29.96
1202,Rush Hour,0.088685015,0,30.06
1203,Rush Hour,0.093781855,0,30.02
1204,Rush Hour,0.075433231,0,30.12
1205,Rush Hour,0.071355759,0,30.22
1206,Rush Hour,0.077471967,0,30.38
1207,Rush Hour,0.078491335,0,30.46
1208,Rush Hour,0.078491335,0,30.46
1209,Rush Hour,0.081549439,0,30.56
1210,Rush Hour,0.081549439,0,30.56
1211,Rush Hour,0.085626911,0,30.66
1212,Rush Hour,0.085626911,0,30.66
1213,Rush Hour,0.088685015,0,30.72
1214,Rush Hour,0.088685015,0,30.72
1215,Rush Hour,0.084607543,0,30.8
1216,Rush Hour,0.084607543,0,30.8
1217,Rush Hour,0.085626911,0,30.9
1218,Rush Hour,0.085626911,0,30.9
1219,Rush Hour,0.088685015,0,31
1220,Rush Hour,0.085626911,0,31.06
1221,Rush Hour,0.085626911,0,31.16
1222,Rush Hour,0.086646279,0,31.24
1223,Rush Hour,0.088685015,0,31.34
1224,Rush Hour,0.087665647,0,31.42
1225,Rush Hour,0.094801223,0,31.64
1226,Rush Hour,0.094801223,0,31.64
1227,Rush Hour,0.087665647,0,31.76
1228,Rush Hour,0.087665647,0,31.76
1229,Rush Hour,0.018348624,0,25.26
1230,Rush Hour,0.018348624,0,25.26
1231,Rush Hour,0.017329256,0,25.34
1232,Rush Hour,0.017329256,0,25.34
1233,Rush Hour,0.0254842,0,25.22
1234,Rush Hour,0.0254842,0,25.22
1235,Rush Hour,0.011213048,0,25.26
1236,Rush Hour,0.011213048,0,25.26
1237,Rush Hour,0.012232416,0,25.3
1238,Rush Hour,0.012232416,0,25.3
1239,Rush Hour,0.02038736,0,25.38
1240,Rush Hour,0.02038736,0,25.38
1241,Rush Hour,0.027522936,0,25.44
1242,Rush Hour,0.027522936,0,25.44
1243,Rush Hour,0.027522936,0,25.36
1244,Rush Hour,0.027522936,0,25.36
1245,Rush Hour,0.021406728,0,25.44
1246,Rush Hour,0.021406728,0,25.44
1247,Rush Hour,0.024464832,0,25.5
1248,Rush Hour,0.024464832,0,25.5
1249,Rush Hour,0.032619776,0,25.56
1250,Rush Hour,0.032619776,0,25.56
1251,Rush Hour,0.016309888,0,25.46
1252,Rush Hour,0.016309888,0,25.46
1253,Rush Hour,0.019367992,0,25.54
1254,Rush Hour,0.019367992,0,25.54
1255,Rush Hour,0.019367992,0,25.54
1256,Rush Hour,0.027522936,0,25.62
1257,Rush Hour,0.003058104,0,22.54
1258,Rush Hour,0.003058104,0,22.54
1259,Rush Hour,-0.007135576,0,22.46
1260,Rush Hour,-0.012232416,0,22.46
1261,Rush Hour,-0.012232416,0,22.46
1262,Rush Hour,-0.008154944,0,22.48
1263,Rush Hour,-0.008154944,0,22.48
1264,Rush Hour,-0.022426096,0,22.4
1265,Rush Hour,-0.022426096,0,22.4
1266,Rush Hour,-0.0254842,0,22.22
1267,Rush Hour,-0.011213048,0,22.26
1268,Rush Hour,-0.011213048,0,22.26
1269,Rush Hour,-0.007135576,0,22.24
1270,Rush Hour,-0.007135576,0,22.24
1271,Rush Hour,-0.001019368,0,22.26
1272,Rush Hour,-0.001019368,0,22.26
1273,Rush Hour,0.022426096,0,25.72
1274,Rush Hour,0.029561672,0,25.72
1275,Rush Hour,0.018348624,0,25.8
1276,Rush Hour,0.027522936,0,25.94
1277,Rush Hour,0.014271152,0,25.86
1278,Rush Hour,0.018348624,0,25.92
1279,Rush Hour,0.036697248,0,26.06
1280,Rush Hour,0.036697248,0,26.06
1281,Rush Hour,0.037716616,0,26.08
1282,Rush Hour,0.032619776,0,26.08
1283,Rush Hour,0.03567788,0,26.14
1284,Rush Hour,0.03567788,0,26.14
1285,Rush Hour,0.03567788,0,26.14
1286,Rush Hour,0.041794088,0,26.22
1287,Rush Hour,0.041794088,0,26.22
1288,Rush Hour,0.041794088,0,26.22
1289,Rush Hour,0.037716616,0,26.22
1290,Rush Hour,-0.009174312,0,22.18
1291,Rush Hour,-0.011213048,0,22.14
1292,Rush Hour,-0.00509684,0,22.16
1293,Rush Hour,-0.009174312,0,22.1
1294,Rush Hour,-0.009174312,0,22.1
1295,Rush Hour,-0.006116208,0,22.1
1296,Rush Hour,-0.006116208,0,22.1
1297,Rush Hour,-0.004077472,0,22.12
1298,Rush Hour,0.008154944,0,22.2
1299,Rush Hour,0.008154944,0,22.2
1300,Rush Hour,0.049949032,0,24.48
1301,Rush Hour,0.065239551,0,24.6
1302,Rush Hour,0.065239551,0,24.6
1303,Rush Hour,0.062181448,0,24.6
1304,Rush Hour,0.062181448,0,24.6
1305,Rush Hour,0.068297655,0,24.72
1306,Rush Hour,0.060142712,0,24.72
1307,Rush Hour,0.060142712,0,24.72
1308,Rush Hour,0.069317023,0,24.86
1309,Rush Hour,0.062181448,0,24.86
1310,Rush Hour,0.070336391,0,24.98
1311,Rush Hour,0.070336391,0,24.98
1312,Rush Hour,0.062181448,0,24.98
1313,Rush Hour,0.062181448,0,24.98
1314,Rush Hour,0.049949032,0,25.08
1315,Rush Hour,0.049949032,0,25.08
1316,Rush Hour,0.051987768,0,25.08
1317,Rush Hour,0.051987768,0,25.08
1318,Rush Hour,0.069317023,0,25.24
1319,Rush Hour,0.069317023,0,25.24
1320,Rush Hour,0.065239551,0,25.24
1321,Rush Hour,0.065239551,0,25.24
1322,Rush Hour,0.069317023,0,25.34
1323,Rush Hour,0.069317023,0,25.34
1324,Rush Hour,0.06116208,0,25.34
1325,Rush Hour,0.06116208,0,25.42
1326,Rush Hour,0.051987768,0,25.42
1327,Rush Hour,0.051987768,0,25.42
1328,Rush Hour,0.063200815,0,25.58
1329,Rush Hour,0.058103976,0,25.58
1330,Rush Hour,0.039755352,0,26.28
1331,Rush Hour,0.039755352,0,26.28
1332,Rush Hour,0.044852192,0,26.34
1333,Rush Hour,0.044852192,0,26.34
1334,Rush Hour,0.053007136,0,26.42
1335,Rush Hour,0.053007136,0,26.42
1336,Rush Hour,0.03058104,0,26.32
1337,Rush Hour,0.03058104,0,26.32
1338,Rush Hour,0.026503568,0,26.38
1339,Rush Hour,0.026503568,0,26.38
1340,Rush Hour,0.031600408,0,26.44
1341,Rush Hour,0.031600408,0,26.44
1342,Rush Hour,0.037716616,0,26.5
1343,Rush Hour,0.037716616,0,26.5
1344,Rush Hour,0.027522936,0,26.46
1345,Rush Hour,0.029561672,0,26.52
1346,Rush Hour,0.03567788,0,26.58
1347,Rush Hour,0.080530071,0,29.02
1348,Rush Hour,0.087665647,0,29.3
1349,Rush Hour,0.072375127,0,29.4
1350,Rush Hour,0.072375127,0,29.5
1351,Rush Hour,0.072375127,0,29.5
1352,Rush Hour,0.072375127,0,29.72
1353,Rush Hour,0.072375127,0,29.72
1354,Rush Hour,0.081549439,0,29.84
1355,Rush Hour,0.081549439,0,29.84
1356,Rush Hour,0.088685015,0,29.94
1357,Rush Hour,0.088685015,0,29.94
1358,Rush Hour,0.073394495,0,29.9
1359,Rush Hour,0.073394495,0,29.9
1360,Rush Hour,0.072375127,0,30.02
1361,Rush Hour,0.072375127,0,30.02
1362,Rush Hour,0.076452599,0,30.12
1363,Rush Hour,0.082568807,0,30.22
1364,Rush Hour,0.082568807,0,30.22
1365,Rush Hour,0.027522936,0,24.88
1366,Rush Hour,0.027522936,0,24.88
1367,Rush Hour,0.032619776,0,24.9
1368,Rush Hour,0.032619776,0,24.9
1369,Rush Hour,0.031600408,0,24.96
1370,Rush Hour,0.031600408,0,24.96
1371,Rush Hour,0.03567788,0,24.96
1372,Rush Hour,0.03567788,0,24.96
1373,Rush Hour,0.033639144,0,25.04
1374,Rush Hour,0.033639144,0,25.04
1375,Rush Hour,0.038735984,0,25.02
1376,Rush Hour,0.038735984,0,25.02
1377,Rush Hour,0.031600408,0,25.08
1378,Rush Hour,0.031600408,0,25.08
1379,Rush Hour,0.034658512,0,25.16
1380,Rush Hour,0.034658512,0,25.16
1381,Rush Hour,0.04077472,0,25.1
1382,Rush Hour,0.04077472,0,25.1
1383,Rush Hour,0.027522936,0,25.16
1384,Rush Hour,0.027522936,0,25.16
1385,Rush Hour,0.028542304,0,25.22
1386,Rush Hour,0.028542304,0,25.22
1387,Rush Hour,0.036697248,0,25.52
1388,Rush Hour,0.029561672,0,25.76
1389,Rush Hour,0.029561672,0,25.76
1390,Rush Hour,0.034658512,0,25.82
1391,Rush Hour,0.034658512,0,25.82
1392,Rush Hour,0.031600408,0,25.9
1393,Rush Hour,0.043832824,0,26
1394,Rush Hour,0.043832824,0,26
1395,Rush Hour,0.048929664,0,26.14
1396,Rush Hour,0.048929664,0,26.14
1397,Rush Hour,0.058103976,0,26.2
1398,Rush Hour,0.058103976,0,26.2
1399,Rush Hour,0.03567788,0,26.44
1400,Rush Hour,0.03567788,0,26.44
1401,Rush Hour,0.046890928,0,26.5
1402,Rush Hour,0.036697248,0,26.54
1403,Rush Hour,0.073394495,0,30.22
1404,Rush Hour,0.078491335,0,30.42
1405,Rush Hour,0.055045872,0,30.88
1406,Rush Hour,0.055045872,0,30.94
1407,Rush Hour,0.037716616,0,30.88
1408,Rush Hour,0.03567788,0,31
1409,Rush Hour,0.032619776,0,25.56
1410,Rush Hour,0.034658512,0,25.58
1411,Rush Hour,0.033639144,0,25.64
1412,Rush Hour,0.033639144,0,25.64
1413,Rush Hour,0.036697248,0,25.58
