Index,HourType,YawRate,Speed,Heading
619,Rush Hour,-0.41,29.14,91.3625
620,Rush Hour,-0.19,29.04,91.475
621,Rush Hour,-0.09,29.12,91.45
622,Rush Hour,-0.15,29.22,91.3875
623,Rush Hour,-0.26,29.32,91.3375
624,Rush Hour,0.01,29.24,91.4875
625,Rush Hour,0.02,29.32,91.4125
626,Rush Hour,-0.1,29.4,91.35
627,Rush Hour,0.02,29.32,91.4125
628,Rush Hour,-0.3,29.5,91.275
629,Rush Hour,-0.1,29.4,91.35
630,Rush Hour,-0.2,29.48,91.3375
631,Rush Hour,-0.3,29.5,91.275
632,Rush Hour,-0.14,29.56,91.325
633,Rush Hour,-0.2,29.48,91.3375
634,Rush Hour,-0.14,29.56,91.325
635,Rush Hour,-0.77,25.26,90.8875
636,Rush Hour,-0.77,25.26,90.8875
637,Rush Hour,-0.59,25.3,90.75
638,Rush Hour,-0.59,25.3,90.75
639,Rush Hour,0.05,25.42,90.85
640,Rush Hour,0.05,25.42,90.85
641,Rush Hour,-0.16,25.4,90.7
642,Rush Hour,-0.29,25.54,90.6625
643,Rush Hour,-0.29,25.54,90.6625
644,Rush Hour,1.09,25.6,91.225
645,Rush Hour,1.09,25.6,91.225
646,Rush Hour,1.26,25.6,91.2875
647,Rush Hour,1.23,25.68,91.3
648,Rush Hour,1.23,25.68,91.3
649,Rush Hour,0.22,25.82,91.35
650,Rush Hour,1.05,25.38,92.775
651,Rush Hour,0.74,25.38,92.85
652,Rush Hour,0.68,25.44,92.9625
653,Rush Hour,0.81,25.48,93.25
654,Rush Hour,0.81,25.48,93.25
655,Rush Hour,0.96,25.54,93.3625
656,Rush Hour,0.83,25.6,93.5375
657,Rush Hour,0.83,25.6,93.5375
658,Rush Hour,0.07,25.7,93.525
659,Rush Hour,0.07,25.7,93.525
660,Rush Hour,-0.29,27.98,91.5
661,Rush Hour,0.05,28.48,91.1375
662,Rush Hour,0.13,28.52,91.1625
663,Rush Hour,0.21,28.68,91.225
664,Rush Hour,-0.23,29.64,91.25
665,Rush Hour,-0.23,29.64,91.25
666,Rush Hour,-0.14,29.68,91.2875
667,Rush Hour,-0.36,29.7,91.1875
668,Rush Hour,-0.13,29.74,91.225
669,Rush Hour,-0.14,29.68,91.2875
670,Rush Hour,-0.24,29.82,91.15
671,Rush Hour,-0.13,29.74,91.225
672,Rush Hour,-0.41,29.9,91.0625
673,Rush Hour,-0.41,29.9,91.0625
674,Rush Hour,-0.14,29.98,91.0375
675,Rush Hour,-0.14,29.98,91.0375
676,Rush Hour,-0.5,30.04,91.0125
677,Rush Hour,-0.01,30.4,90.875
678,Rush Hour,0.1,25.84,91.3625
679,Rush Hour,0.16,25.84,91.35
680,Rush Hour,0.1,25.84,91.3625
681,Rush Hour,0.01,25.84,91.3625
682,Rush Hour,-0.14,26.06,91.55
683,Rush Hour,-0.14,26.06,91.55
684,Rush Hour,0.35,26.18,91.475
685,Rush Hour,0.35,26.18,91.475
686,Rush Hour,0.35,26.18,91.475
687,Rush Hour,0.16,26.2,91.5125
688,Rush Hour,0.16,26.2,91.5125
689,Rush Hour,-0.12,26.28,91.4125
690,Rush Hour,-0.24,26.34,91.4
691,Rush Hour,-0.2,26.34,91.3875
692,Rush Hour,-0.2,26.34,91.3875
693,Rush Hour,-0.14,26.42,91.3875
694,Rush Hour,-0.14,26.42,91.3875
695,Rush Hour,0.1,25.74,93.6375
696,Rush Hour,0.1,25.74,93.6375
697,Rush Hour,0.21,25.86,93.6875
698,Rush Hour,0.21,25.86,93.6875
699,Rush Hour,0.21,25.8,93.5125
700,Rush Hour,0.21,25.8,93.5125
701,Rush Hour,-0.25,25.86,93.5875
702,Rush Hour,-0.17,25.9,93.6125
703,Rush Hour,-0.17,25.9,93.6125
704,Rush Hour,-0.03,25.98,93.5875
705,Rush Hour,-0.12,26.04,93.5625
706,Rush Hour,0.23,28.7,91.25
707,Rush Hour,0.28,28.76,91.2875
708,Rush Hour,0.28,28.76,91.2875
709,Rush Hour,0.15,28.8,91.275
710,Rush Hour,0.15,28.8,91.275
711,Rush Hour,0.05,28.8,91.2625
712,Rush Hour,0.05,28.8,91.2625
713,Rush Hour,-0.14,28.88,91.1875
714,Rush Hour,-0.24,28.88,91.175
715,Rush Hour,-0.25,28.9,91.175
716,Rush Hour,-0.22,28.9,91.1625
717,Rush Hour,-0.13,28.92,91.1875
718,Rush Hour,-0.03,28.94,91.2
719,Rush Hour,0.34,30.5,91.0375
720,Rush Hour,0.45,30.58,91.0625
721,Rush Hour,0.44,30.66,91.0625
722,Rush Hour,0.36,30.66,91.2
723,Rush Hour,0.52,30.72,91.1875
724,Rush Hour,0.46,30.8,91.175
725,Rush Hour,0.52,30.72,91.1875
726,Rush Hour,0.33,30.86,91.1625
727,Rush Hour,0.33,30.86,91.1625
728,Rush Hour,0.39,30.8,91.3375
729,Rush Hour,0.29,30.94,91.3
730,Rush Hour,0.38,30.86,91.3125
731,Rush Hour,0.29,30.94,91.3
732,Rush Hour,0.16,31,91.3
733,Rush Hour,-0.2,27.54,91.7
734,Rush Hour,-0.14,27.58,91.6625
735,Rush Hour,-0.15,27.64,91.6125
736,Rush Hour,-0.14,27.58,91.6625
737,Rush Hour,-0.22,27.68,91.5875
738,Rush Hour,-0.15,27.64,91.6125
739,Rush Hour,-0.25,27.72,91.575
740,Rush Hour,-0.22,27.68,91.5875
741,Rush Hour,-0.2,27.64,91.55
742,Rush Hour,-0.23,27.6,91.5625
743,Rush Hour,-0.2,27.64,91.55
744,Rush Hour,-0.18,27.68,91.525
745,Rush Hour,-0.18,27.72,91.5
746,Non Rush Hour,-0.04,29.66,91.8
747,Non Rush Hour,0.09,29.78,91.8
748,Non Rush Hour,-0.1,29.8,91.7375
749,Non Rush Hour,-0.13,29.86,91.7625
750,Non Rush Hour,-0.02,29.92,91.7625
751,Non Rush Hour,0,29.88,91.7625
752,Non Rush Hour,0,29.94,91.75
753,Non Rush Hour,-0.02,30,91.7375
754,Non Rush Hour,-0.06,30.06,91.725
755,Non Rush Hour,-0.25,30.02,91.6375
756,Non Rush Hour,-0.31,30.08,91.625
757,Non Rush Hour,-0.26,30.14,91.6375
758,Non Rush Hour,-0.14,30.2,91.65
759,Non Rush Hour,-0.11,30.14,91.625
760,Non Rush Hour,-0.05,30.2,91.6375
761,Non Rush Hour,-0.05,30.2,91.6375
762,Non Rush Hour,0.01,30.26,91.65
763,Non Rush Hour,0.07,30.32,91.675
764,Non Rush Hour,0.07,30.32,91.675
765,Non Rush Hour,0.11,30.32,91.675
766,Non Rush Hour,0.11,30.32,91.675
767,Non Rush Hour,0.11,30.38,91.6875
768,Non Rush Hour,0.11,30.38,91.6875
769,Non Rush Hour,0.09,30.44,91.6875
770,Non Rush Hour,-0.14,30.82,91.6125
771,Non Rush Hour,-0.14,30.88,91.525
772,Non Rush Hour,-0.04,28.86,91.475
773,Non Rush Hour,-0.04,28.86,91.475
774,Non Rush Hour,-0.05,28.86,91.475
775,Non Rush Hour,-0.04,28.88,91.6
776,Non Rush Hour,-0.05,28.86,91.475
777,Non Rush Hour,0.2,28.88,91.5875
778,Non Rush Hour,-0.04,28.88,91.6
779,Non Rush Hour,0.28,29,91.65
780,Non Rush Hour,0.2,28.88,91.5875
781,Non Rush Hour,0.36,29,91.65
782,Non Rush Hour,0.28,29,91.65
783,Non Rush Hour,0.33,29.02,91.65
784,Non Rush Hour,0.27,29.02,91.6625
785,Non Rush Hour,0.33,29.02,91.65
786,Non Rush Hour,0.19,29.12,91.6875
787,Non Rush Hour,0.17,29.12,91.6875
788,Non Rush Hour,0.12,29.2,91.7125
789,Non Rush Hour,0.31,29.3,91.8375
790,Non Rush Hour,0.36,29.34,91.775
791,Non Rush Hour,0.19,29.34,91.7875
792,Non Rush Hour,0.07,29.4,91.8125
793,Non Rush Hour,8.44,13.7,53.825
794,Non Rush Hour,8.44,14.04,55.8375
795,Non Rush Hour,9.3,14.16,57.525
796,Non Rush Hour,9.22,14.22,58.3625
797,Non Rush Hour,9.01,14.04,59.55
798,Non Rush Hour,-0.47,30.06,91.3375
799,Non Rush Hour,-0.18,30.12,91.45
800,Non Rush Hour,0,30.12,91.4375
801,Non Rush Hour,-0.07,30.16,91.3625
802,Non Rush Hour,-0.08,30.16,91.3625
803,Non Rush Hour,0.13,30.24,91.475
804,Non Rush Hour,0.21,30.24,91.475
805,Non Rush Hour,0.17,30.26,91.45
806,Non Rush Hour,0.12,30.3,91.425
807,Non Rush Hour,0.01,30.3,91.425
808,Non Rush Hour,-0.04,30.44,91.475
809,Non Rush Hour,0.28,29.5,91.55
810,Non Rush Hour,0.17,29.54,91.6
811,Non Rush Hour,0.26,29.58,91.675
812,Non Rush Hour,0.27,29.48,91.6375
813,Non Rush Hour,0.27,29.48,91.6375
814,Non Rush Hour,0.14,29.48,91.65
815,Non Rush Hour,0.05,29.5,91.4
816,Non Rush Hour,-0.47,29.5,91.4
817,Rush Hour,-0.88,22.36,91.5875
818,Rush Hour,-0.92,22.44,91.525
819,Rush Hour,-0.89,22.5,91.45
820,Rush Hour,-0.89,22.5,91.45
821,Rush Hour,-0.84,22.36,91.425
822,Rush Hour,-0.69,22.42,91.3625
823,Rush Hour,-0.69,22.42,91.3625
824,Rush Hour,-0.56,22.48,91.3125
825,Rush Hour,-0.56,22.48,91.3125
826,Rush Hour,-0.51,22.54,91.2625
827,Rush Hour,-0.51,22.54,91.2625
828,Rush Hour,-0.41,22.42,91.25
829,Rush Hour,-0.41,22.42,91.25
830,Rush Hour,-0.32,22.48,91.2375
831,Rush Hour,-0.32,22.48,91.2375
832,Rush Hour,-0.21,22.54,91.2375
833,Rush Hour,-0.21,22.54,91.2375
834,Rush Hour,-0.08,22.6,91.25
835,Rush Hour,-0.08,22.6,91.25
836,Rush Hour,0.12,22.58,91.2875
837,Rush Hour,0.12,22.58,91.2875
838,Rush Hour,0.2,22.64,91.3125
839,Rush Hour,0.32,22.58,91.375
840,Rush Hour,0.32,22.58,91.375
841,Rush Hour,0.42,22.68,91.4875
842,Rush Hour,0.6,22.66,91.5625
843,Rush Hour,0.52,22.76,91.675
844,Rush Hour,-0.17,26.48,90.9
845,Rush Hour,-0.14,26.54,90.875
846,Rush Hour,0.08,26.58,90.95
847,Rush Hour,0.18,26.7,90.95
848,Rush Hour,0.29,26.76,91.05
849,Rush Hour,0.33,26.94,91.1375
850,Rush Hour,0.33,26.94,91.1375
851,Rush Hour,0.63,26.8,91.325
852,Rush Hour,0.71,26.86,91.35
853,Rush Hour,0.71,26.86,91.35
854,Rush Hour,0.61,26.92,91.35
855,Rush Hour,0.61,26.92,91.35
856,Rush Hour,0.45,26.98,91.35
857,Rush Hour,0.27,26.92,91.375
858,Rush Hour,0.27,26.92,91.375
859,Rush Hour,0.17,26.94,91.375
860,Rush Hour,0.08,26.7,91.05
861,Rush Hour,-0.09,26.7,91.0625
862,Rush Hour,0.2,26.72,91.25
863,Rush Hour,0.31,26.72,91.25
864,Rush Hour,0.24,26.84,91.2125
865,Rush Hour,0.16,26.84,91.225
866,Rush Hour,0.16,26.84,91.225
867,Rush Hour,1.24,27.12,91.925
868,Rush Hour,1.24,27.12,91.925
869,Rush Hour,1.1,27.12,91.975
870,Rush Hour,1.1,27.12,91.975
871,Rush Hour,0.82,27.24,91.925
872,Rush Hour,0.82,27.24,91.925
873,Rush Hour,0.19,27.38,91.9625
874,Rush Hour,0.04,27.48,91.95
875,Rush Hour,0.51,22.8,91.7
876,Rush Hour,0.43,22.76,91.7125
877,Rush Hour,0.28,22.88,91.7625
878,Rush Hour,0.25,22.92,91.7875
879,Rush Hour,0.25,22.92,91.7875
880,Rush Hour,0.23,22.86,91.6875
881,Rush Hour,-0.02,22.92,91.7
882,Rush Hour,-0.11,22.98,91.7125
883,Rush Hour,-0.11,22.98,91.7125
884,Rush Hour,-0.1,23.02,91.75
885,Rush Hour,-0.1,23.02,91.75
886,Rush Hour,-0.03,22.98,91.65
887,Rush Hour,-0.03,22.98,91.65
888,Rush Hour,-0.18,23.02,91.6125
889,Rush Hour,-0.18,23.02,91.6125
890,Rush Hour,-0.27,23.1,91.6125
891,Rush Hour,-0.27,23.1,91.6125
892,Rush Hour,-0.27,23.1,91.6125
893,Rush Hour,-0.24,23.16,91.6
894,Rush Hour,-0.39,23.08,91.5
895,Rush Hour,-0.27,23.2,91.5125
896,Rush Hour,-0.05,23.22,91.525
897,Rush Hour,-0.05,23.22,91.525
898,Rush Hour,-0.01,23.26,91.5125
899,Rush Hour,-0.03,23.32,91.4375
900,Rush Hour,0.06,26.98,91.3625
901,Rush Hour,-0.05,27,91.325
902,Rush Hour,-0.07,27.02,91.35
903,Rush Hour,-0.07,27.02,91.35
904,Rush Hour,-0.07,27.06,91.3375
905,Rush Hour,-0.1,27.12,91.325
906,Rush Hour,-0.1,27.12,91.325
907,Rush Hour,-0.12,27.16,91.3125
908,Rush Hour,0.04,27.06,91.3875
909,Rush Hour,-0.3,27.64,91.8125
910,Rush Hour,-0.65,27.9,91.525
911,Rush Hour,-0.65,27.9,91.525
912,Rush Hour,-0.34,27.96,91.6
913,Rush Hour,-0.12,27.96,91.575
914,Rush Hour,-0.12,27.96,91.575
915,Rush Hour,-0.18,28.1,91.5
916,Rush Hour,-0.18,28.1,91.5
917,Rush Hour,0.08,28.14,91.6125
918,Rush Hour,-0.09,27,91.3875
919,Rush Hour,-0.09,27,91.3875
920,Rush Hour,-0.04,26.94,91.425
921,Rush Hour,0,26.96,91.4375
922,Rush Hour,0,26.96,91.4375
923,Rush Hour,0.02,27.02,91.425
924,Rush Hour,0.21,26.98,91.525
925,Rush Hour,0.2,27,91.5
926,Rush Hour,0.09,27.02,91.4625
927,Rush Hour,0.05,27.02,91.4875
928,Rush Hour,-0.02,27.04,91.45
929,Rush Hour,-0.1,27.06,91.4375
930,Rush Hour,-0.17,27.1,91.4125
931,Rush Hour,-0.26,27.12,91.3625
932,Rush Hour,-0.24,27.1,91.3625
933,Rush Hour,-0.26,27.12,91.325
934,Rush Hour,-0.36,21.3,90.9875
935,Rush Hour,-0.45,21.36,90.925
936,Rush Hour,-0.41,21.4,90.8625
937,Rush Hour,-0.41,21.4,90.8625
938,Rush Hour,-0.34,21.4,90.9125
939,Rush Hour,-0.34,21.4,90.9125
940,Rush Hour,-0.24,21.4,90.85
941,Rush Hour,-0.37,21.48,90.7875
942,Rush Hour,-0.37,21.48,90.7875
943,Rush Hour,-0.49,21.54,90.725
944,Rush Hour,-0.28,21.42,90.8125
945,Rush Hour,-0.28,21.42,90.8125
946,Rush Hour,-0.12,21.46,90.7625
947,Rush Hour,-0.12,21.46,90.7625
948,Rush Hour,-0.2,21.5,90.7125
949,Rush Hour,-0.2,21.5,90.7125
950,Rush Hour,-0.2,21.54,90.7
951,Rush Hour,-0.2,21.54,90.7
952,Rush Hour,-0.17,21.58,90.7125
953,Rush Hour,-0.17,21.58,90.7125
954,Rush Hour,0.11,21.48,90.8375
955,Rush Hour,0.11,21.48,90.8375
956,Rush Hour,0.6,21.58,91.025
957,Rush Hour,0.6,21.58,91.025
958,Rush Hour,0.49,21.6,91.025
959,Rush Hour,0.49,21.6,91.025
960,Rush Hour,0.35,21.64,91.025
961,Rush Hour,0.39,21.54,91.1125
962,Rush Hour,0.23,21.64,91.15
963,Rush Hour,5.84,12.26,42.0625
964,Rush Hour,6.64,12.04,42.5625
965,Rush Hour,6.94,11.94,43.9875
966,Rush Hour,6.19,11.9,44.6625
967,Rush Hour,7.06,11.64,45.25
968,Rush Hour,7.45,11.6,45.9375
969,Rush Hour,-0.24,23.24,90.5875
970,Rush Hour,0,23.18,90.9375
971,Rush Hour,0.61,23.22,91.0125
972,Rush Hour,0.94,23.26,91.05
973,Rush Hour,0.93,23.26,91.3
974,Rush Hour,0.43,23.38,91.8
975,Rush Hour,0.64,23.34,91.725
976,Rush Hour,0.84,23.42,91.7125
977,Rush Hour,0.46,23.42,91.8375
978,Rush Hour,0.59,23.52,92.0625
979,Rush Hour,0.6,23.48,92.0375
980,Rush Hour,0.61,23.44,92.0125
981,Rush Hour,0.39,23.46,91.8875
982,Rush Hour,0.42,21.6,91.2875
983,Rush Hour,0.34,21.66,91.2875
984,Rush Hour,0.22,21.68,91.275
985,Rush Hour,0.26,21.66,91.35
986,Rush Hour,0.26,21.66,91.35
987,Rush Hour,0.25,21.7,91.3625
988,Rush Hour,0.25,21.7,91.4625
989,Rush Hour,0.25,21.7,91.4625
990,Rush Hour,0.3,21.72,91.475
991,Rush Hour,0.29,21.76,91.4875
992,Rush Hour,0.25,21.8,91.5
993,Rush Hour,0.42,21.74,91.625
994,Rush Hour,0.42,21.74,91.625
995,Rush Hour,0.43,21.78,91.625
996,Rush Hour,0.43,21.78,91.625
997,Rush Hour,0.35,21.82,91.625
998,Rush Hour,0.24,21.86,91.625
999,Rush Hour,0.37,21.82,91.7375
1000,Rush Hour,0.37,21.86,91.75
1001,Rush Hour,0.37,21.86,91.75
1002,Rush Hour,0.34,21.9,91.775
1003,Rush Hour,0.34,21.9,91.775
1004,Rush Hour,0.3,21.94,91.8
1005,Rush Hour,0.43,21.94,91.9
1006,Rush Hour,0.43,21.94,91.9
1007,Rush Hour,0.41,22.02,91.9375
1008,Rush Hour,0.41,22.02,91.9375
1009,Rush Hour,0.41,22.02,91.9375
1010,Rush Hour,0.47,23.56,92.0625
1011,Rush Hour,0.11,23.46,91.9625
1012,Rush Hour,-0.22,23.5,91.8875
1013,Rush Hour,-0.22,23.5,91.8875
1014,Rush Hour,-0.47,23.56,91.825
1015,Rush Hour,-0.47,23.56,91.825
1016,Rush Hour,-0.5,23.6,91.775
1017,Rush Hour,-0.5,23.6,91.775
1018,Rush Hour,-0.79,23.52,91.6375
1019,Rush Hour,-0.89,23.54,91.575
1020,Rush Hour,-0.9,23.58,91.5125
1021,Rush Hour,-0.9,23.58,91.5125
1022,Rush Hour,-0.73,23.62,91.475
1023,Rush Hour,-0.73,23.62,91.475
1024,Rush Hour,-0.49,23.54,91.5125
1025,Rush Hour,-0.49,23.54,91.5125
1026,Rush Hour,-0.23,23.54,91.4625
1027,Rush Hour,-0.23,23.54,91.4625
1028,Rush Hour,-0.19,23.48,91.3875
1029,Rush Hour,-0.19,23.48,91.3875
1030,Rush Hour,-0.21,23.48,91.35
1031,Rush Hour,-0.21,23.48,91.35
1032,Rush Hour,-0.22,23.5,91.3375
1033,Rush Hour,-0.22,23.5,91.3375
1034,Rush Hour,-0.18,23.42,91.3375
1035,Rush Hour,-0.2,23.46,91.3
1036,Rush Hour,-0.2,23.46,91.3
1037,Rush Hour,0.19,24.32,90.625
1038,Rush Hour,0.01,24.38,90.5375
1039,Rush Hour,0.24,24.52,90.6625
1040,Rush Hour,0.51,24.62,90.85
1041,Non Rush Hour,0.04,29.36,92.2
1042,Non Rush Hour,0.26,29.44,92.3375
1043,Non Rush Hour,0.26,29.44,92.3375
1044,Non Rush Hour,0.05,29.44,92.225
1045,Non Rush Hour,0.05,29.44,92.225
1046,Non Rush Hour,-0.17,29.42,92.1625
1047,Non Rush Hour,-0.17,29.42,92.1625
1048,Non Rush Hour,-0.55,29.5,92.0125
1049,Non Rush Hour,-0.55,29.5,92.0125
1050,Non Rush Hour,-0.72,29.48,91.9625
1051,Non Rush Hour,-0.72,29.48,91.9625
1052,Non Rush Hour,-0.78,29.46,91.9
1053,Non Rush Hour,-0.78,29.46,91.9
1054,Non Rush Hour,-0.76,29.46,91.85
1055,Non Rush Hour,-0.76,29.46,91.85
1056,Non Rush Hour,-0.73,29.62,91.7875
1057,Non Rush Hour,-0.73,29.62,91.7875
1058,Non Rush Hour,-0.24,24.98,91.3
1059,Non Rush Hour,-0.34,25,91.15
1060,Non Rush Hour,-0.26,25.16,91.2875
1061,Non Rush Hour,0.45,25.1,91.5
1062,Non Rush Hour,0.63,25.18,91.55
1063,Non Rush Hour,0.63,25.18,91.55
1064,Non Rush Hour,0.61,25.2,91.5625
1065,Non Rush Hour,0.15,25.34,91.575
1066,Non Rush Hour,0.15,25.34,91.575
1067,Non Rush Hour,-0.02,25.42,91.525
1068,Non Rush Hour,-0.22,25.36,91.4625
1069,Non Rush Hour,-0.22,25.36,91.4625
1070,Non Rush Hour,-0.37,25.44,91.4125
1071,Non Rush Hour,-0.37,25.44,91.4125
1072,Non Rush Hour,-0.41,25.52,91.3875
1073,Non Rush Hour,-0.41,25.52,91.3875
1074,Non Rush Hour,-0.34,25.6,91.4
1075,Non Rush Hour,-0.34,25.6,91.4
1076,Non Rush Hour,-0.21,25.54,91.4125
1077,Non Rush Hour,-0.21,25.54,91.4125
1078,Non Rush Hour,-0.66,29.6,91.7375
1079,Non Rush Hour,-0.54,29.6,91.7125
1080,Non Rush Hour,-0.31,29.6,91.75
1081,Non Rush Hour,0.29,29.94,91.8625
1082,Non Rush Hour,0.1,30.06,91.6625
1083,Non Rush Hour,-0.53,30.08,91.6
1084,Non Rush Hour,-0.45,30.2,91.5875
1085,Non Rush Hour,-0.12,25.6,91.4
1086,Non Rush Hour,-0.12,25.6,91.4
1087,Non Rush Hour,-0.04,25.68,91.4125
1088,Non Rush Hour,-0.04,25.68,91.4125
1089,Non Rush Hour,-0.04,25.74,91.3875
1090,Non Rush Hour,-0.04,25.74,91.3875
1091,Non Rush Hour,0.27,25.68,91.55
1092,Non Rush Hour,0.27,25.68,91.55
1093,Non Rush Hour,0.38,25.74,91.55
1094,Non Rush Hour,0.33,25.84,91.525
1095,Non Rush Hour,0.33,25.84,91.525
1096,Non Rush Hour,0.21,25.9,91.5125
1097,Non Rush Hour,0.18,25.84,91.55
1098,Non Rush Hour,0.18,25.84,91.55
1099,Non Rush Hour,0.16,25.84,91.5625
1100,Non Rush Hour,-0.02,25.9,91.4875
1101,Non Rush Hour,-0.1,25.98,91.5
1102,Non Rush Hour,-0.02,26,91.55
1103,Non Rush Hour,0,26.08,91.55
1104,Non Rush Hour,0.06,26.26,91.55
1105,Non Rush Hour,-0.02,26.32,91.5625
1106,Non Rush Hour,-0.26,30.22,91.625
1107,Non Rush Hour,-0.06,30.24,91.625
1108,Non Rush Hour,-0.06,30.24,91.625
1109,Non Rush Hour,0.33,30.36,91.7375
1110,Non Rush Hour,0.33,30.36,91.7375
1111,Non Rush Hour,0.33,30.36,91.7
1112,Non Rush Hour,0.33,30.36,91.7
1113,Non Rush Hour,0.21,30.36,91.675
1114,Non Rush Hour,0.05,30.38,91.65
1115,Non Rush Hour,-0.3,30.52,91.5125
1116,Non Rush Hour,-0.44,30.52,91.5
1117,Non Rush Hour,-0.45,30.54,91.4875
1118,Non Rush Hour,-0.35,30.54,91.4875
1119,Non Rush Hour,-0.17,30.7,91.525
1120,Non Rush Hour,0.01,26.4,91.5375
1121,Non Rush Hour,-0.01,26.4,91.525
1122,Non Rush Hour,-0.05,26.44,91.475
1123,Non Rush Hour,-0.15,26.46,91.4625
1124,Non Rush Hour,-0.15,26.46,91.4625
1125,Non Rush Hour,-0.19,26.46,91.4
1126,Non Rush Hour,-0.3,26.52,91.35
1127,Non Rush Hour,-0.3,26.52,91.35
1128,Non Rush Hour,-0.39,26.58,91.3125
1129,Non Rush Hour,-0.39,26.58,91.3125
1130,Non Rush Hour,-0.49,26.64,91.25
1131,Non Rush Hour,-0.49,26.64,91.25
1132,Non Rush Hour,-0.37,26.58,91.275
1133,Non Rush Hour,-0.37,26.58,91.275
1134,Non Rush Hour,-0.21,26.62,91.2875
1135,Non Rush Hour,-0.11,26.66,91.275
1136,Non Rush Hour,0.11,26.7,91.3625
1137,Non Rush Hour,0.19,26.74,91.3625
1138,Non Rush Hour,0.16,26.78,91.3375
1139,Non Rush Hour,0.13,26.82,91.35
1140,Non Rush Hour,0.13,26.82,91.35
1141,Non Rush Hour,0.06,26.76,91.3375
1142,Non Rush Hour,0,26.78,91.325
1143,Non Rush Hour,-0.04,26.82,91.325
1144,Non Rush Hour,0.12,26.78,91.3875
1145,Non Rush Hour,0.18,26.78,91.4
1146,Non Rush Hour,0.18,26.8,91.25
1147,Non Rush Hour,-0.25,26.8,91.25
1148,Non Rush Hour,-0.12,26.9,91.2875
1149,Non Rush Hour,-0.03,26.9,91.2
1150,Non Rush Hour,-0.17,26.9,91.2
1151,Non Rush Hour,-0.2,26.96,91.45
1152,Non Rush Hour,0.53,27.02,91.5875
1153,Non Rush Hour,0.47,27.02,91.6
1154,Non Rush Hour,0.47,27.06,0
1155,Non Rush Hour,0.47,27.06,0
1156,Non Rush Hour,0.42,27.1,91.625
1157,Non Rush Hour,0.42,27.1,91.625
1158,Non Rush Hour,0.32,27.1,91.6375
1159,Non Rush Hour,0.3,27.18,91.675
1160,Non Rush Hour,0.3,27.18,91.675
1161,Non Rush Hour,0.23,27.18,91.6875
1162,Non Rush Hour,0.23,27.18,91.6875
1163,Non Rush Hour,-0.03,27.18,91.575
1164,Non Rush Hour,-0.03,27.18,91.575
1165,Non Rush Hour,-0.16,27.18,91.575
1166,Non Rush Hour,-0.15,27.28,91.6
1167,Non Rush Hour,-0.12,27.28,91.5875
1168,Non Rush Hour,0.07,27.3,91.675
1169,Non Rush Hour,0.15,27.3,91.675
1170,Non Rush Hour,0.16,27.32,91.675
1171,Non Rush Hour,0.14,27.34,91.5875
1172,Non Rush Hour,0.17,27.3,91.5875
1173,Non Rush Hour,0.11,27.3,91.5875
1174,Non Rush Hour,0.05,27.38,91.6
1175,Non Rush Hour,0.05,27.38,91.6
1176,Non Rush Hour,0.04,27.36,91.6
1177,Non Rush Hour,0.05,27.36,91.6
1178,Non Rush Hour,0.05,27.36,91.6
1179,Non Rush Hour,0.04,27.4,91.65
1180,Non Rush Hour,0.12,27.4,91.65
1181,Non Rush Hour,0.14,27.44,91.65
1182,Non Rush Hour,0.09,27.44,91.6625
1183,Non Rush Hour,0.01,27.46,91.6375
1184,Non Rush Hour,-0.02,27.46,91.6375
1185,Non Rush Hour,4.97,11.86,50.6125
1186,Non Rush Hour,5.65,11.9,51.4
1187,Non Rush Hour,4.7,12.26,51.3125
1188,Non Rush Hour,4.85,12.28,52.1
1189,Non Rush Hour,5.52,12.3,52.8875
1190,Non Rush Hour,6.27,12.32,53.6625
1191,Non Rush Hour,5.89,12.38,53.9
1192,Non Rush Hour,6.16,12.38,54.725
1193,Non Rush Hour,6.55,12.42,55.475
1194,Non Rush Hour,7.08,12.42,56.3
1195,Non Rush Hour,7.2,12.4,56.9375
1196,Non Rush Hour,7.4,12.42,57.725
1197,Non Rush Hour,7.62,12.46,58.525
1198,Non Rush Hour,7.84,12.46,59.35
1199,Non Rush Hour,7.93,12.44,60.125
1200,Rush Hour,0.22,29.72,91.95
1201,Rush Hour,0.2,29.96,91.95
1202,Rush Hour,0.2,30.06,91.95
1203,Rush Hour,0.15,30.02,91.9
1204,Rush Hour,0,30.12,91.8875
1205,Rush Hour,-0.1,30.22,91.875
1206,Rush Hour,-0.15,30.38,91.6625
1207,Rush Hour,-0.54,30.46,91.625
1208,Rush Hour,-0.54,30.46,91.625
1209,Rush Hour,-0.68,30.56,91.6125
1210,Rush Hour,-0.68,30.56,91.6125
1211,Rush Hour,-0.66,30.66,91.6
1212,Rush Hour,-0.66,30.66,91.6
1213,Rush Hour,-0.53,30.72,91.5
1214,Rush Hour,-0.53,30.72,91.5
1215,Rush Hour,-0.43,30.8,91.5125
1216,Rush Hour,-0.43,30.8,91.5125
1217,Rush Hour,-0.27,30.9,91.525
1218,Rush Hour,-0.27,30.9,91.525
1219,Rush Hour,-0.14,31,91.525
1220,Rush Hour,-0.2,31.06,91.4375
1221,Rush Hour,-0.2,31.16,91.4375
1222,Rush Hour,-0.11,31.24,91.4625
1223,Rush Hour,0.02,31.34,91.5
1224,Rush Hour,-0.03,31.42,91.4375
1225,Rush Hour,0.33,31.64,91.6
